GEOID_Data,white,black,race_other,hisp,nhisp
14000US17031221000,0.6610894941634241,0.06264591439688716,0.27626459143968873,0.4992217898832685,0.5007782101167315
14000US17031221100,0.6485104490884838,0.1004891062694531,0.2510004446420631,0.3606047132058693,0.6393952867941307
14000US17031242800,0.8814862267777066,0.007687379884689302,0.1108263933376041,0.2274183215887252,0.7725816784112748
14000US17031242900,0.6650615302300695,0.052434456928838954,0.2825040128410915,0.23167469234884966,0.7683253076511504
14000US17031243000,0.6278964107223989,0.012721490231712857,0.35938209904588825,0.24307133121308497,0.756928668786915
14000US17031243100,0.6952808988764045,0.008089887640449439,0.2966292134831461,0.36629213483146067,0.6337078651685393
14000US17031243200,0.7632311977715878,0.07520891364902507,0.1615598885793872,0.19312906220984216,0.8068709377901578
14000US17031243300,0.7850296668188042,0.040164308534915566,0.17480602464628023,0.2072113190324053,0.7927886809675947
14000US17031243400,0.7225356787255227,0.0258878194490541,0.2515765018254232,0.3245934284766014,0.6754065715233986
14000US17031071400,0.850177120233382,0.04105021879558241,0.10877266097103563,0.0414669722858929,0.9585330277141071
14000US17031110400,0.6811689738519007,0.024170511975390024,0.2946605141727093,0.23840914084816525,0.7615908591518348
14000US17031150600,0.6062128825947921,0.01667428049337597,0.3771128369118319,0.4271356783919598,0.5728643216080402
14000US17031150700,0.6539428571428572,0.025371428571428573,0.3206857142857143,0.4763428571428571,0.5236571428571428
14000US17031150800,0.5537655279503105,0.025038819875776396,0.421195652173913,0.5751164596273292,0.4248835403726708
14000US17031710300,0.04218040233614536,0.8578844905905256,0.099935107073329,0.10707332900713822,0.8929266709928618
14000US17031831100,0.6515702050350376,0.0159615883726966,0.3324682065922658,0.5377627822475993,0.46223721775240073
14000US17031831500,0.6234234234234234,0.10064350064350064,0.2759330759330759,0.48957528957528956,0.5104247104247104
14000US17031831600,0.48776152057978944,0.09585669355941474,0.41638178586079583,0.618214139204157,0.38178586079584304
14000US17031831200,0.3693099897013388,0.07023686920700309,0.5604531410916581,0.819773429454171,0.18022657054582905
14000US17031831000,0.9059139784946236,0.009408602150537635,0.0846774193548387,0.09453405017921147,0.9054659498207885
14000US17031843000,0.04942208051016341,0.9473893981666003,0.0031885213232363493,0.021522518931845355,0.9784774810681547
14000US17031843100,0.1436893203883495,0.7598705501618123,0.0964401294498382,0.09255663430420712,0.9074433656957929
14000US17031842900,0.19735503560528994,0.579518480840963,0.22312648355374703,0.07833163784333673,0.9216683621566633
14000US17031843500,0.25094984802431614,0.6595744680851063,0.0894756838905775,0.23888677811550152,0.7611132218844985
14000US17031842000,0.40189666448659256,0.35546108567691304,0.24264224983649443,0.07815565729234794,0.921844342707652
14000US17031832400,0.802439024390244,0.07286585365853658,0.12469512195121951,0.19359756097560976,0.8064024390243902
14000US17031832900,0.5569487983281086,0.03239289446185998,0.4106583072100313,0.047021943573667714,0.9529780564263323
14000US17031840300,0.2729007633587786,0.03189749182115594,0.6952017448200655,0.5109051254089422,0.48909487459105777
14000US17031838600,0.0850422195416164,0.7689987937273823,0.14595898673100122,0.15319662243667068,0.8468033775633294
14000US17031839600,0.09051490514905149,0.8552845528455284,0.05420054200542006,0.08184281842818428,0.9181571815718157
14000US17031834900,0.009881422924901186,0.950592885375494,0.039525691699604744,0.0,1.0
14000US17031030603,0.5828038966539602,0.26387124099957643,0.15332486234646336,0.14527742481999154,0.8547225751800085
14000US17031832200,0.8844256518675123,0.02466525722339676,0.09090909090909091,0.09372797744890768,0.9062720225510923
14000US17031836700,0.14254094732182382,0.6852589641434262,0.17220008853474988,0.2979194333776007,0.7020805666223993
14000US17031836800,0.047076689445709946,0.9483675018982536,0.004555808656036446,0.0,1.0
14000US17031836600,0.541004723057106,0.15371404036066982,0.3052812365822241,0.5689136968656076,0.43108630313439245
14000US17031833000,0.8102332875906685,0.045285238188590475,0.14448147422074104,0.03509115859635366,0.9649088414036463
14000US17031842500,0.0008587376556462001,0.9583512237011593,0.040790038643194505,0.015457277801631602,0.9845427221983684
14000US17031841800,0.016492357200321803,0.919147224456959,0.06436041834271923,0.04424778761061947,0.9557522123893806
14000US17031980100,,,,,
14000US17031842800,0.44033232628398794,0.0,0.5596676737160121,0.8873111782477341,0.11268882175226586
14000US17031843800,0.36140350877192984,0.44070175438596493,0.19789473684210526,0.15368421052631578,0.8463157894736842
14000US17031841000,0.3168044077134986,0.3526170798898072,0.3305785123966942,0.011937557392102846,0.9880624426078971
14000US17031834200,0.002004811547714515,0.9941860465116279,0.003809141940657578,0.0014033680834001604,0.9985966319165999
14000US17031842200,0.6920980926430518,0.11362397820163488,0.19427792915531336,0.04795640326975477,0.9520435967302452
14000US17031838000,0.26033690658499237,0.5876722817764165,0.15199081163859113,0.14088820826952528,0.8591117917304747
14000US17031010702,0.32987634623055445,0.4070602313522138,0.26306342241723174,0.27961707219784604,0.720382927802154
14000US17031010503,0.770852428964253,0.11824014665444546,0.11090742438130156,0.017873510540788267,0.9821264894592118
14000US17031010502,0.6001420454545454,0.18039772727272727,0.21946022727272727,0.12571022727272727,0.8742897727272727
14000US17031010701,0.4758639605046626,0.19308831596269885,0.3310477235326385,0.35490948985189247,0.6450905101481075
14000US17031020902,0.428603055125083,0.1879566083683861,0.38344033650653087,0.16626079256143458,0.8337392074385654
14000US17031020302,0.7038145100972326,0.08863126402393418,0.2075542258788332,0.1280852655198205,0.8719147344801795
14000US17031020601,0.6484756611083039,0.04008758632305878,0.31143675256863734,0.042108809162876876,0.9578911908371232
14000US17031020301,0.806901753724307,0.03073731849896285,0.16236092777673014,0.0612860644917971,0.9387139355082029
14000US17031760803,0.8152886614425076,0.11050695666080282,0.07420438189668958,0.07388453542299696,0.926115464577003
14000US17031530501,0.015378470141801479,0.9668464150189734,0.017775114839225083,0.025763930497303775,0.9742360695026963
14000US17031530503,0.0193756727664155,0.9503049874416936,0.03031933979189092,0.0193756727664155,0.9806243272335845
14000US17031650301,0.615046102263202,0.017183570829840736,0.36777032690695727,0.8357082984073764,0.16429170159262363
14000US17031650302,0.5719364282726892,0.014638226683396068,0.4134253450439147,0.9125888749477207,0.08741112505227938
14000US17031530502,0.0,1.0,0.0,0.04216867469879518,0.9578313253012049
14000US17031831300,0.05185185185185185,0.2351851851851852,0.7129629629629629,0.7314814814814815,0.26851851851851855
14000US17031831400,0.24563279857397505,0.6146167557932264,0.13975044563279856,0.17397504456327986,0.8260249554367202
14000US17031837000,0.11849865951742627,0.7549597855227882,0.12654155495978553,0.10187667560321716,0.8981233243967829
14000US17031842400,0.015292553191489361,0.9511303191489362,0.03357712765957447,0.003324468085106383,0.9966755319148937
14000US17031832100,0.5883831332030159,0.3068975146607093,0.10471935213627478,0.10723261658754538,0.8927673834124547
14000US17031020802,0.35353535353535354,0.054381019497298566,0.5920836269673478,0.2878787878787879,0.7121212121212122
14000US17031020702,0.5961427416560804,0.023328328906340224,0.3805289294375794,0.2784386187781499,0.7215613812218501
14000US17031020801,0.5483817427385892,0.1520331950207469,0.2995850622406639,0.27103734439834026,0.7289626556016597
14000US17031040202,0.44628527051514366,0.050867201656743466,0.5028475278281128,0.29743722495469843,0.7025627750453016
14000US17031040201,0.7564469914040115,0.021346704871060173,0.22220630372492836,0.1988538681948424,0.8011461318051576
14000US17031040402,0.8128110798528457,0.016230253191949793,0.1709586669552045,0.12984202553559834,0.8701579744644017
14000US17031031501,0.341801878736123,0.3661400512382579,0.2920580700256191,0.13962425277540563,0.8603757472245943
14000US17031081201,0.8189581554227157,0.027540563620836893,0.1535012809564475,0.0631938514090521,0.9368061485909479
14000US17031063301,0.7340425531914894,0.0990691489361702,0.1668882978723404,0.12267287234042554,0.8773271276595744
14000US17031490901,0.00032331070158422246,0.9996766892984158,0.0,0.0016165535079211122,0.9983834464920789
14000US17031490902,0.0,0.9838180625410016,0.016181937458998468,0.012245790509512355,0.9877542094904876
14000US17031301801,0.43859223300970873,0.0004854368932038835,0.5609223300970874,0.9779126213592233,0.0220873786407767
14000US17031700301,0.4344837890333184,0.06663678470043329,0.4988794262662483,0.7731958762886598,0.2268041237113402
14000US17031301702,0.37461985070500414,0.0,0.6253801492949959,0.9317113630080177,0.0682886369919823
14000US17031700401,0.1493179122182681,0.5096381969157769,0.34104389086595494,0.4169632265717675,0.5830367734282325
14000US17031837100,0.20858524788391777,0.6596130592503023,0.13180169286577992,0.18500604594921402,0.814993954050786
14000US17031837400,0.06715063520871144,0.8616152450090744,0.07123411978221415,0.08348457350272233,0.9165154264972777
14000US17031837800,0.2601818900751285,0.6468960063266113,0.09292210359826018,0.10122578094108343,0.8987742190589165
14000US17031836500,0.10173410404624278,0.8861271676300578,0.012138728323699421,0.009826589595375723,0.9901734104046243
14000US17031843900,0.07846715328467153,0.8409367396593674,0.08059610705596107,0.040450121654501216,0.9595498783454988
14000US17031837300,0.04206642066420664,0.9118081180811808,0.046125461254612546,0.007380073800738007,0.992619926199262
14000US17031841500,0.048337028824833705,0.917960088691796,0.03370288248337029,0.038580931263858094,0.9614190687361419
14000US17031838700,0.048570019723865876,0.8483727810650887,0.10305719921104536,0.14768244575936884,0.8523175542406312
14000US17031150501,0.6831448856166185,0.009992111490928214,0.30686300289245333,0.2224559558243492,0.7775440441756508
14000US17031150401,0.6509644670050762,0.014213197969543147,0.3348223350253807,0.2966497461928934,0.7033502538071066
14000US17031150502,0.6418758882046424,0.023685457129322594,0.33443865466603506,0.3382283278067267,0.6617716721932734
14000US17031110502,0.6461492714837942,0.03151947665774606,0.32233125185845973,0.1935771632471008,0.8064228367528992
14000US17031150402,0.6837944664031621,0.04216073781291173,0.2740447957839262,0.37891963109354415,0.6210803689064559
14000US17031140302,0.48792401628222526,0.05834464043419267,0.4537313432835821,0.3345997286295794,0.6654002713704206
14000US17031140301,0.21253771371102917,0.011062688568555145,0.7763995977204157,0.6463291987931612,0.35367080120683875
14000US17031700302,0.5456198347107438,0.1684297520661157,0.2859504132231405,0.6150413223140496,0.38495867768595043
14000US17031580501,0.35784621831133456,0.0033521893987010264,0.6388015922899644,0.7525665200083804,0.24743347999161952
14000US17031580502,0.37375827814569534,0.0,0.6262417218543046,0.8603062913907285,0.13969370860927152
14000US17031730201,0.038226600985221675,0.9473891625615763,0.01438423645320197,0.030147783251231526,0.9698522167487684
14000US17031301802,0.4532322137955941,0.010834236186348862,0.5359335500180571,0.955218490429758,0.04478150957024196
14000US17031440101,0.003205128205128205,0.9668803418803419,0.029914529914529916,0.00876068376068376,0.9912393162393163
14000US17031301701,0.5556777563926313,0.0074237008523508384,0.4368985427550179,0.8630739620566401,0.13692603794335992
14000US17031839100,0.5281597512854239,0.11909601817529594,0.35274423053928017,0.11455219418868827,0.8854478058113118
14000US17031833100,0.6250938203652739,0.07693269952464349,0.29797348011008257,0.06442331748811608,0.9355766825118839
14000US17031838100,0.377466581795035,0.5397835773392744,0.08274984086569065,0.10757479312539783,0.8924252068746021
14000US17031833300,0.45761519521632077,0.06120295462539571,0.4811818501582835,0.0710517059444249,0.9289482940555751
14000US17031838200,0.4405,0.304,0.2555,0.1785,0.8215
14000US17031140702,0.47020323802962455,0.021012745435756115,0.5087840165346194,0.6679297278677231,0.33207027213227697
14000US17031140602,0.47023330651649237,0.09694288012872083,0.4328238133547868,0.579847144006436,0.42015285599356395
14000US17031140701,0.35489166119500987,0.05975049244911359,0.5853578463558765,0.5374261326329612,0.46257386736703876
14000US17031160502,0.59734626180148,0.01837203368206175,0.38428170451645827,0.6024496044909415,0.3975503955090584
14000US17031160602,0.612610205717339,0.029388191290408764,0.3580016029922522,0.4317392465936415,0.5682607534063585
14000US17031151002,0.42028715271303374,0.018459817266455344,0.5612530300205109,0.7426813350736529,0.2573186649263472
14000US17031151001,0.48989547038327524,0.0031358885017421603,0.5069686411149826,0.6982578397212543,0.3017421602787456
14000US17031431302,0.05705521472392638,0.8877300613496932,0.05521472392638037,0.1401840490797546,0.8598159509202454
14000US17031460302,0.12355110642781876,0.8335089567966281,0.04293993677555322,0.05136986301369863,0.9486301369863014
14000US17031460301,0.1701093560145808,0.6406439854191981,0.18924665856622114,0.347812879708384,0.6521871202916161
14000US17031700501,0.10726072607260725,0.8343834383438344,0.058355835583558356,0.078007800780078,0.921992199219922
14000US17031700502,0.11302940383059078,0.8340976530887511,0.052872943080658215,0.08929053142702995,0.9107094685729701
14000US17031210601,0.47554527428949106,0.016523463317911435,0.5079312623925974,0.46860541969596825,0.5313945803040317
14000US17031841100,0.11479122434536447,0.015852795470629864,0.8693559801840056,0.013021939136588818,0.9869780608634112
14000US17031840200,0.25442764578833693,0.005615550755939525,0.7399568034557236,0.1874730021598272,0.8125269978401728
14000US17031841300,0.42534041080083085,0.03231017770597738,0.5423494114931918,0.7495961227786753,0.25040387722132473
14000US17031840700,0.2621477162293489,0.03522837706511176,0.7026239067055393,0.7847424684159378,0.2152575315840622
14000US17031841700,0.13535173642030277,0.3668744434550312,0.4977738201246661,0.5405164737310775,0.4594835262689225
14000US17031190602,0.48856061970816067,0.03386777157268961,0.4775716087191497,0.7627454512700415,0.23725454872995858
14000US17031190401,0.46061036195883603,0.029808374733853796,0.5095812633073101,0.6439555240123018,0.3560444759876981
14000US17031190702,0.4343670762629218,0.04856641310708017,0.5170665106299981,0.8613224107665302,0.13867758923346987
14000US17031191302,0.41534336976696223,0.05341307486079604,0.5312435553722417,0.9604042070530007,0.03959579294699938
14000US17031190601,0.4462738301559792,0.03964471403812825,0.5140814558058926,0.8383882149046794,0.16161178509532062
14000US17031191301,0.3572617946345976,0.029787234042553193,0.6129509713228493,0.8251618871415356,0.17483811285846437
14000US17031200402,0.478084572311257,0.032052519791465534,0.4898629078972775,0.7609577138443715,0.2390422861556285
14000US17031200401,0.482104619149587,0.051085959008871216,0.4668094218415418,0.8476598348118691,0.15234016518813093
14000US17031220902,0.6186683657215674,0.02166294998407136,0.3596686842943613,0.698311564192418,0.30168843580758203
14000US17031210501,0.6645825671202648,0.023538065465244576,0.3118793674144906,0.515630746598014,0.484369253401986
14000US17031160601,0.6598873591989988,0.03035043804755945,0.3097622027534418,0.3194618272841051,0.6805381727158949
14000US17031061901,0.7099761051373955,0.08452807646356034,0.2054958183990442,0.1508363201911589,0.8491636798088411
14000US17031840800,0.29914023124814704,0.012155351319300326,0.6887044174325526,0.9765787133115921,0.023421286688407945
14000US17031030703,0.6277128547579299,0.17462437395659433,0.1976627712854758,0.1666110183639399,0.8333889816360601
14000US17031081403,0.6168744434550312,0.019367764915405164,0.3637577916295637,0.05565449688334818,0.9443455031166518
14000US17031030702,0.6078346965131296,0.022815325010761944,0.36934997847610845,0.11192423590185105,0.8880757640981489
14000US17031440102,0.035023041474654376,0.9566820276497696,0.008294930875576038,0.015360983102918587,0.9846390168970814
14000US17031440202,0.007720588235294118,0.9573529411764706,0.034926470588235295,0.017279411764705883,0.9827205882352941
14000US17031830500,0.37713139418254765,0.06268806419257773,0.5601805416248746,0.9829488465396189,0.017051153460381142
14000US17031840100,0.3302310654685494,0.004492939666238768,0.6652759948652118,0.09980744544287548,0.9001925545571245
14000US17031840400,0.4563758389261745,0.0,0.5436241610738255,0.4274875984826379,0.5725124015173622
14000US17031839200,0.1831783259199353,0.5588354225636878,0.2579862515163769,0.006874241811564901,0.9931257581884351
14000US17031835500,0.03781818181818182,0.8683636363636363,0.09381818181818181,0.10036363636363636,0.8996363636363637
14000US17031190402,0.5697323784395024,0.011496419148134188,0.4187712024123634,0.6664153788164342,0.3335846211835658
14000US17031431301,0.05396290050590219,0.9201798763350196,0.025857223159078135,0.015458122540753232,0.9845418774592468
14000US17031834000,0.006675143038779402,0.9287984742530198,0.0645263827082009,0.0,1.0
14000US17031833900,0.2268370607028754,0.48597799077032305,0.28718494852680154,0.4909478168264111,0.5090521831735889
14000US17031030604,0.5766852195423624,0.21459492888064316,0.20871985157699444,0.10451453308596166,0.8954854669140383
14000US17031031502,0.38724887248872486,0.44608446084460845,0.16666666666666666,0.15108651086510866,0.8489134891348914
14000US17031081402,0.619276679137716,0.04917156600748263,0.3315517548548014,0.10564760377694637,0.8943523962230536
14000US17031080201,0.8640200062519537,0.02031884964051266,0.1156611441075336,0.030634573304157548,0.9693654266958425
14000US17031760802,0.9332199064227988,0.013611229264142918,0.05316886431305827,0.08166737558485751,0.9183326244151425
14000US17031140601,0.44806806097128676,0.11059907834101383,0.4413328606876994,0.4062389223679546,0.5937610776320453
14000US17031070102,0.8204822863947604,0.07293837451622506,0.10657933908901458,0.08008335814230426,0.9199166418576957
14000US17031210502,0.43400687876182287,0.04965606190885641,0.5163370593293207,0.5898538263112639,0.410146173688736
14000US17031040100,0.7418382722250125,0.09316926167754896,0.16499246609743848,0.18206931190356604,0.817930688096434
14000US17031040300,0.5525435073627845,0.07228915662650602,0.3751673360107095,0.15528781793842034,0.8447121820615796
14000US17031611600,0.195752009184845,0.7468427095292767,0.0574052812858783,0.24741676234213547,0.7525832376578645
14000US17031340400,0.22411616161616163,0.020833333333333332,0.7550505050505051,0.050505050505050504,0.9494949494949495
14000US17031430700,0.050512186506534794,0.9403037795831861,0.009184033910279053,0.003885552808194984,0.996114447191805
14000US17031191000,0.5016477480776272,0.027828634199926768,0.470523617722446,0.8568290003661663,0.14317099963383376
14000US17031560400,0.6131840796019901,0.0,0.38681592039800994,0.7481343283582089,0.251865671641791
14000US17031710700,0.0045321247667288725,0.9802719274860038,0.015195947747267395,0.002932551319648094,0.9970674486803519
14000US17031550100,0.6783184477979673,0.0939328611025562,0.22774869109947643,0.4949183862026486,0.5050816137973514
14000US17031283200,0.30330162283156126,0.4986010072747622,0.19809736989367654,0.10800223838836039,0.8919977616116396
14000US17031100500,0.8173743116006396,0.00017765144785930004,0.18244803695150116,0.09895185645763013,0.9010481435423698
14000US17031280900,0.08837209302325581,0.8344186046511628,0.07720930232558139,0.022325581395348838,0.9776744186046512
14000US17031301600,0.34155141310883946,0.03397474443776308,0.6244738424533974,0.9278412507516537,0.07215874924834637
14000US17031490600,0.1130952380952381,0.8869047619047619,0.0,0.0,1.0
14000US17031490700,0.0017825311942959,0.9921568627450981,0.006060606060606061,0.0213903743315508,0.9786096256684492
14000US17031490800,0.0171990171990172,0.974064974064974,0.008736008736008737,0.007098007098007098,0.9929019929019929
14000US17031491000,0.007977207977207978,0.9592592592592593,0.03276353276353276,0.029914529914529916,0.9700854700854701
14000US17031491100,0.02864175430745133,0.938688744685612,0.03266950100693668,0.040277466994853434,0.9597225330051465
14000US17031530200,0.008397639582387654,0.8740354062641852,0.11756695415342715,0.11075805719473446,0.8892419428052656
14000US17031530300,0.004026170105686965,0.96527428283845,0.03069954705586311,0.0,1.0
14000US17031530400,0.029345372460496615,0.9291196388261851,0.04153498871331828,0.03566591422121896,0.964334085778781
14000US17031530600,0.005972696245733789,0.9577645051194539,0.036262798634812285,0.007252559726962458,0.9927474402730375
14000US17031560100,0.40570999248685197,0.2299023290758828,0.3643876784372652,0.5912847483095417,0.4087152516904583
14000US17031670200,0.0,0.9759036144578314,0.024096385542168676,0.0107095046854083,0.9892904953145917
14000US17031670300,0.07803030303030303,0.793939393939394,0.12803030303030302,0.15378787878787878,0.8462121212121212
14000US17031670400,0.06088560885608856,0.8191881918819188,0.11992619926199262,0.18081180811808117,0.8191881918819188
14000US17031661100,0.23256445047489824,0.31628222523744914,0.45115332428765265,0.6120759837177747,0.3879240162822252
14000US17031670100,0.09857035364936043,0.7246049661399548,0.17682468021068473,0.2520692249811889,0.7479307750188111
14000US17031670600,0.1340018231540565,0.7292616226071102,0.13673655423883319,0.27711941659070194,0.7228805834092981
14000US17031670700,0.21452991452991452,0.6358974358974359,0.14957264957264957,0.3641025641025641,0.6358974358974359
14000US17031670800,0.0,0.9795728876508821,0.02042711234911792,0.02042711234911792,0.9795728876508821
14000US17031670900,0.1095890410958904,0.8691019786910198,0.0213089802130898,0.07077625570776255,0.9292237442922374
14000US17031260900,0.12474437627811862,0.8411724608043627,0.03408316291751875,0.047716428084526245,0.9522835719154737
14000US17031261000,0.024559967253376995,0.9627507163323782,0.012689316414244782,0.031109291854277528,0.9688907081457224
14000US17031281900,0.5174453883495146,0.02821601941747573,0.4543385922330097,0.0983009708737864,0.9016990291262136
14000US17031310200,0.5909090909090909,0.04431818181818182,0.36477272727272725,0.4107954545454545,0.5892045454545455
14000US17031310300,0.4184195565662308,0.030699260943718023,0.5508811824900511,0.7134735645252984,0.2865264354747015
